"isTs"	"is1stLast"	"prevCol"	"del.t"	"condName"
TRUE	"l"	"GSM1374179"	20	"GSM1374180"
TRUE	"f"	NA	0	"GSM1374181"
TRUE	"m"	"GSM1374181"	20	"GSM1374182"
TRUE	"m"	"GSM1374182"	10	"GSM1374183"
TRUE	"m"	"GSM1374183"	10	"GSM1374184"
TRUE	"m"	"GSM1374184"	10	"GSM1374185"
TRUE	"m"	"GSM1374185"	10	"GSM1374186"
TRUE	"m"	"GSM1374186"	10	"GSM1374187"
TRUE	"m"	"GSM1374187"	10	"GSM1374188"
TRUE	"m"	"GSM1374188"	10	"GSM1374189"
TRUE	"m"	"GSM1374189"	20	"GSM1374190"
TRUE	"m"	"GSM1374190"	20	"GSM1374191"
TRUE	"m"	"GSM1374191"	20	"GSM1374192"
TRUE	"m"	"GSM1374192"	20	"GSM1374193"
TRUE	"m"	"GSM1374193"	20	"GSM1374194"
TRUE	"m"	"GSM1374194"	20	"GSM1374195"
TRUE	"l"	"GSM1374195"	20	"GSM1374196"
TRUE	"f"	NA	0	"GSM1374197"
TRUE	"m"	"GSM1374197"	20	"GSM1374198"
TRUE	"m"	"GSM1374198"	10	"GSM1374199"
TRUE	"m"	"GSM1374199"	10	"GSM1374200"
TRUE	"m"	"GSM1374200"	10	"GSM1374201"
TRUE	"m"	"GSM1374201"	10	"GSM1374202"
TRUE	"m"	"GSM1374202"	10	"GSM1374203"
TRUE	"m"	"GSM1374203"	10	"GSM1374204"
TRUE	"m"	"GSM1374204"	10	"GSM1374205"
TRUE	"m"	"GSM1374205"	20	"GSM1374206"
TRUE	"m"	"GSM1374206"	20	"GSM1374207"
TRUE	"m"	"GSM1374207"	20	"GSM1374208"
TRUE	"m"	"GSM1374208"	20	"GSM1374209"
TRUE	"m"	"GSM1374209"	20	"GSM1374210"
TRUE	"m"	"GSM1374210"	20	"GSM1374211"
TRUE	"l"	"GSM1374211"	20	"GSM1374212"
TRUE	"f"	NA	0	"GSM1374213"
TRUE	"m"	"GSM1374213"	15	"GSM1374214"
TRUE	"m"	"GSM1374214"	15	"GSM1374215"
TRUE	"m"	"GSM1374215"	15	"GSM1374216"
TRUE	"m"	"GSM1374216"	15	"GSM1374217"
TRUE	"m"	"GSM1374217"	15	"GSM1374218"
TRUE	"m"	"GSM1374218"	15	"GSM1374219"
TRUE	"m"	"GSM1374219"	15	"GSM1374220"
TRUE	"m"	"GSM1374220"	15	"GSM1374221"
TRUE	"m"	"GSM1374221"	15	"GSM1374222"
TRUE	"m"	"GSM1374222"	15	"GSM1374223"
TRUE	"m"	"GSM1374223"	5	"GSM1374230"
TRUE	"m"	"GSM1374230"	10	"GSM1374224"
TRUE	"m"	"GSM1374224"	15	"GSM1374225"
TRUE	"m"	"GSM1374225"	15	"GSM1374226"
TRUE	"m"	"GSM1374226"	15	"GSM1374227"
TRUE	"m"	"GSM1374227"	15	"GSM1374228"
TRUE	"l"	"GSM1374228"	15	"GSM1374229"
TRUE	"f"	NA	0	"GSM1374231"
TRUE	"m"	"GSM1374231"	15	"GSM1374232"
TRUE	"m"	"GSM1374232"	15	"GSM1374233"
TRUE	"m"	"GSM1374233"	15	"GSM1374234"
TRUE	"m"	"GSM1374234"	15	"GSM1374235"
TRUE	"m"	"GSM1374235"	15	"GSM1374236"
TRUE	"m"	"GSM1374236"	15	"GSM1374237"
TRUE	"m"	"GSM1374237"	15	"GSM1374238"
TRUE	"m"	"GSM1374238"	15	"GSM1374239"
TRUE	"m"	"GSM1374239"	15	"GSM1374240"
TRUE	"m"	"GSM1374240"	15	"GSM1374241"
TRUE	"m"	"GSM1374241"	5	"GSM1374248"
TRUE	"m"	"GSM1374248"	10	"GSM1374242"
TRUE	"m"	"GSM1374242"	15	"GSM1374243"
TRUE	"m"	"GSM1374243"	15	"GSM1374244"
TRUE	"m"	"GSM1374244"	15	"GSM1374245"
TRUE	"m"	"GSM1374245"	15	"GSM1374246"
TRUE	"l"	"GSM1374246"	15	"GSM1374247"
TRUE	"f"	NA	0	"GSM1374249"
TRUE	"m"	"GSM1374249"	18	"GSM1374250"
TRUE	"m"	"GSM1374250"	18	"GSM1374251"
TRUE	"m"	"GSM1374251"	18	"GSM1374252"
TRUE	"m"	"GSM1374252"	18	"GSM1374253"
TRUE	"m"	"GSM1374253"	18	"GSM1374254"
TRUE	"m"	"GSM1374254"	18	"GSM1374255"
TRUE	"m"	"GSM1374255"	18	"GSM1374256"
TRUE	"m"	"GSM1374256"	18	"GSM1374257"
TRUE	"m"	"GSM1374257"	18	"GSM1374258"
TRUE	"m"	"GSM1374258"	18	"GSM1374259"
TRUE	"m"	"GSM1374259"	18	"GSM1374260"
TRUE	"m"	"GSM1374260"	18	"GSM1374261"
TRUE	"m"	"GSM1374261"	18	"GSM1374262"
TRUE	"m"	"GSM1374262"	18	"GSM1374263"
TRUE	"m"	"GSM1374263"	18	"GSM1374264"
TRUE	"m"	"GSM1374264"	18	"GSM1374265"
TRUE	"m"	"GSM1374265"	18	"GSM1374266"
TRUE	"m"	"GSM1374266"	18	"GSM1374267"
TRUE	"l"	"GSM1374267"	18	"GSM1374268"
TRUE	"f"	NA	0	"GSM1374269"
TRUE	"m"	"GSM1374269"	18	"GSM1374270"
TRUE	"m"	"GSM1374270"	18	"GSM1374271"
TRUE	"m"	"GSM1374271"	18	"GSM1374272"
TRUE	"m"	"GSM1374272"	18	"GSM1374273"
TRUE	"m"	"GSM1374273"	18	"GSM1374274"
TRUE	"m"	"GSM1374274"	18	"GSM1374275"
TRUE	"m"	"GSM1374275"	18	"GSM1374276"
TRUE	"m"	"GSM1374276"	18	"GSM1374277"
TRUE	"m"	"GSM1374277"	18	"GSM1374278"
TRUE	"m"	"GSM1374278"	18	"GSM1374279"
TRUE	"m"	"GSM1374279"	18	"GSM1374280"
TRUE	"m"	"GSM1374280"	18	"GSM1374281"
TRUE	"m"	"GSM1374281"	18	"GSM1374282"
TRUE	"m"	"GSM1374282"	18	"GSM1374283"
TRUE	"m"	"GSM1374283"	18	"GSM1374284"
TRUE	"m"	"GSM1374284"	18	"GSM1374285"
TRUE	"m"	"GSM1374285"	18	"GSM1374286"
TRUE	"m"	"GSM1374286"	18	"GSM1374287"
TRUE	"l"	"GSM1374287"	18	"GSM1374288"
TRUE	"f"	NA	0	"GSM1374289"
TRUE	"m"	"GSM1374289"	18	"GSM1374290"
TRUE	"m"	"GSM1374290"	18	"GSM1374291"
TRUE	"m"	"GSM1374291"	18	"GSM1374292"
TRUE	"m"	"GSM1374292"	18	"GSM1374293"
TRUE	"m"	"GSM1374293"	18	"GSM1374294"
TRUE	"m"	"GSM1374294"	18	"GSM1374295"
TRUE	"m"	"GSM1374295"	18	"GSM1374296"
TRUE	"m"	"GSM1374296"	18	"GSM1374297"
TRUE	"m"	"GSM1374297"	18	"GSM1374298"
TRUE	"m"	"GSM1374298"	18	"GSM1374299"
TRUE	"m"	"GSM1374299"	18	"GSM1374300"
TRUE	"m"	"GSM1374300"	18	"GSM1374301"
TRUE	"m"	"GSM1374301"	18	"GSM1374302"
TRUE	"m"	"GSM1374302"	18	"GSM1374303"
TRUE	"m"	"GSM1374303"	18	"GSM1374304"
TRUE	"m"	"GSM1374304"	18	"GSM1374305"
TRUE	"m"	"GSM1374305"	18	"GSM1374306"
TRUE	"m"	"GSM1374306"	18	"GSM1374307"
TRUE	"l"	"GSM1374307"	18	"GSM1374308"
TRUE	"f"	NA	0	"GSM344187"
TRUE	"l"	"GSM344187"	20	"GSM344188"
TRUE	"f"	NA	0	"GSM344189"
TRUE	"l"	"GSM344189"	20	"GSM344190"
TRUE	"f"	NA	0	"GSM344191"
TRUE	"l"	"GSM344191"	20	"GSM344192"
TRUE	"f"	NA	0	"GSM344193"
TRUE	"l"	"GSM344193"	20	"GSM344194"
TRUE	"f"	NA	0	"GSM344195"
TRUE	"l"	"GSM344195"	20	"GSM344196"
TRUE	"f"	NA	0	"GSM344197"
TRUE	"l"	"GSM344197"	20	"GSM344198"
TRUE	"f"	NA	0	"GSM344199"
TRUE	"l"	"GSM344199"	20	"GSM344200"
TRUE	"f"	NA	0	"GSM344201"
TRUE	"l"	"GSM344201"	20	"GSM344202"
TRUE	"f"	NA	0	"GSM344203"
TRUE	"l"	"GSM344203"	20	"GSM344204"
TRUE	"f"	NA	0	"GSM344205"
TRUE	"l"	"GSM344205"	20	"GSM344206"
TRUE	"f"	NA	0	"GSM344207"
TRUE	"l"	"GSM344207"	20	"GSM344208"
TRUE	"f"	NA	0	"GSM344209"
TRUE	"l"	"GSM344209"	20	"GSM344210"
TRUE	"f"	NA	0	"GSM564449"
TRUE	"m"	"GSM564449"	12	"GSM564450"
TRUE	"m"	"GSM564450"	48	"GSM564451"
TRUE	"m"	"GSM564451"	120	"GSM564452"
TRUE	"m"	"GSM564452"	300	"GSM564453"
TRUE	"m"	"GSM564453"	960	"GSM564454"
TRUE	"l"	"GSM564454"	2880	"GSM564455"
TRUE	"f"	NA	0	"GSM564456"
TRUE	"m"	"GSM564456"	12	"GSM564457"
TRUE	"m"	"GSM564457"	48	"GSM564458"
TRUE	"m"	"GSM564458"	120	"GSM564459"
TRUE	"m"	"GSM564459"	300	"GSM564460"
TRUE	"m"	"GSM564460"	960	"GSM564461"
TRUE	"l"	"GSM564461"	2880	"GSM564462"
TRUE	"f"	NA	0	"GSM564463"
TRUE	"m"	"GSM564463"	12	"GSM564464"
TRUE	"m"	"GSM564464"	48	"GSM564465"
TRUE	"m"	"GSM564465"	120	"GSM564466"
TRUE	"m"	"GSM564466"	300	"GSM564467"
TRUE	"m"	"GSM564467"	960	"GSM564468"
TRUE	"l"	"GSM564468"	3300	"GSM564469"
TRUE	"f"	NA	0	"GSM564470"
TRUE	"m"	"GSM564470"	12	"GSM564471"
TRUE	"m"	"GSM564471"	48	"GSM564472"
TRUE	"m"	"GSM564472"	120	"GSM564473"
TRUE	"m"	"GSM564473"	300	"GSM564474"
TRUE	"m"	"GSM564474"	960	"GSM564475"
TRUE	"l"	"GSM564475"	3300	"GSM564476"
TRUE	"f"	NA	0	"GSM661239"
TRUE	"m"	"GSM661239"	5	"GSM661240"
TRUE	"m"	"GSM661240"	5	"GSM661241"
TRUE	"m"	"GSM661241"	5	"GSM661242"
TRUE	"m"	"GSM661242"	10	"GSM661243"
TRUE	"m"	"GSM661243"	10	"GSM661244"
TRUE	"l"	"GSM661244"	10	"GSM661245"
TRUE	"f"	NA	0	"GSM661246"
TRUE	"m"	"GSM661246"	5	"GSM661247"
TRUE	"m"	"GSM661247"	5	"GSM661248"
TRUE	"m"	"GSM661248"	5	"GSM661249"
TRUE	"m"	"GSM661249"	10	"GSM661250"
TRUE	"m"	"GSM661250"	10	"GSM661251"
TRUE	"l"	"GSM661251"	10	"GSM661252"
TRUE	"f"	NA	0	"GSM661253"
TRUE	"m"	"GSM661253"	20	"GSM661254"
TRUE	"m"	"GSM661254"	20	"GSM661255"
TRUE	"m"	"GSM661255"	40	"GSM661256"
TRUE	"m"	"GSM661256"	20	"GSM661257"
TRUE	"m"	"GSM661257"	20	"GSM661258"
TRUE	"m"	"GSM661258"	20	"GSM661259"
TRUE	"l"	"GSM661259"	40	"GSM661260"
TRUE	"f"	NA	0	"GSM661261"
TRUE	"m"	"GSM661261"	20	"GSM661262"
TRUE	"m"	"GSM661262"	20	"GSM661263"
TRUE	"m"	"GSM661263"	40	"GSM661264"
TRUE	"m"	"GSM661264"	20	"GSM661265"
TRUE	"m"	"GSM661265"	20	"GSM661266"
TRUE	"m"	"GSM661266"	20	"GSM661267"
TRUE	"l"	"GSM661267"	40	"GSM661268"
TRUE	"f"	NA	0	"GSM661269"
TRUE	"m"	"GSM661269"	5	"GSM661270"
TRUE	"m"	"GSM661270"	5	"GSM661271"
TRUE	"m"	"GSM661271"	10	"GSM661272"
TRUE	"m"	"GSM661272"	10	"GSM661273"
TRUE	"m"	"GSM661273"	10	"GSM661274"
TRUE	"l"	"GSM661274"	10	"GSM661275"
TRUE	"f"	NA	0	"GSM661276"
TRUE	"m"	"GSM661276"	5	"GSM661277"
TRUE	"m"	"GSM661277"	5	"GSM661278"
TRUE	"m"	"GSM661278"	10	"GSM661279"
TRUE	"m"	"GSM661279"	10	"GSM661280"
TRUE	"m"	"GSM661280"	10	"GSM661281"
TRUE	"l"	"GSM661281"	10	"GSM661282"
TRUE	"f"	NA	0	"GSM661283"
TRUE	"m"	"GSM661283"	5	"GSM661284"
TRUE	"m"	"GSM661284"	5	"GSM661285"
TRUE	"m"	"GSM661285"	10	"GSM661286"
TRUE	"m"	"GSM661286"	10	"GSM661287"
TRUE	"m"	"GSM661287"	10	"GSM661288"
TRUE	"l"	"GSM661288"	10	"GSM661289"
TRUE	"f"	NA	0	"GSM661290"
TRUE	"m"	"GSM661290"	5	"GSM661291"
TRUE	"m"	"GSM661291"	5	"GSM661292"
TRUE	"m"	"GSM661292"	10	"GSM661293"
TRUE	"m"	"GSM661293"	10	"GSM661294"
TRUE	"m"	"GSM661294"	10	"GSM661295"
TRUE	"l"	"GSM661295"	10	"GSM661296"
TRUE	"f"	NA	0	"GSM743945"
TRUE	"m"	"GSM743945"	4.0002	"GSM743946"
TRUE	"m"	"GSM743946"	3.9996	"GSM743947"
TRUE	"m"	"GSM743947"	4.0002	"GSM743948"
TRUE	"m"	"GSM743948"	4.0002	"GSM743949"
TRUE	"m"	"GSM743949"	3.9996	"GSM743950"
TRUE	"m"	"GSM743950"	4.0002	"GSM743951"
TRUE	"m"	"GSM743951"	4.0002	"GSM743952"
TRUE	"m"	"GSM743952"	3.9996	"GSM743953"
TRUE	"m"	"GSM743953"	4.0002	"GSM743954"
TRUE	"m"	"GSM743954"	4.0002	"GSM743955"
TRUE	"m"	"GSM743955"	3.9996	"GSM743956"
TRUE	"m"	"GSM743956"	4.0002	"GSM743957"
TRUE	"m"	"GSM743957"	4.0002	"GSM743958"
TRUE	"m"	"GSM743958"	3.9996	"GSM743959"
TRUE	"m"	"GSM743959"	4.0002	"GSM743960"
TRUE	"m"	"GSM743960"	4.0002	"GSM743961"
TRUE	"m"	"GSM743961"	3.9996	"GSM743962"
TRUE	"m"	"GSM743962"	4.0002	"GSM743963"
TRUE	"m"	"GSM743963"	4.0002	"GSM743964"
TRUE	"m"	"GSM743964"	3.9996	"GSM743965"
TRUE	"m"	"GSM743965"	4.0002	"GSM743966"
TRUE	"m"	"GSM743966"	4.0002	"GSM743967"
TRUE	"m"	"GSM743967"	3.9996	"GSM743968"
TRUE	"m"	"GSM743968"	4.0002	"GSM743969"
TRUE	"m"	"GSM743969"	4.0002	"GSM743970"
TRUE	"m"	"GSM743970"	3.9996	"GSM743971"
TRUE	"m"	"GSM743971"	4.0001844	"GSM743972"
TRUE	"m"	"GSM743972"	3.999999	"GSM743973"
TRUE	"m"	"GSM743973"	3.999999	"GSM743974"
TRUE	"m"	"GSM743974"	3.999999	"GSM743975"
TRUE	"l"	"GSM743975"	3.999999	"GSM743976"
TRUE	"f"	NA	0	"GSM743977"
TRUE	"m"	"GSM743977"	4.99998	"GSM743978"
TRUE	"m"	"GSM743978"	5.00004	"GSM743979"
TRUE	"m"	"GSM743979"	4.99998	"GSM743980"
TRUE	"m"	"GSM743980"	4.99998	"GSM743981"
TRUE	"m"	"GSM743981"	5.00004	"GSM743982"
TRUE	"m"	"GSM743982"	4.99998	"GSM743983"
TRUE	"m"	"GSM743983"	4.99998	"GSM743984"
TRUE	"m"	"GSM743984"	5.00004	"GSM743985"
TRUE	"m"	"GSM743985"	4.99998	"GSM743986"
TRUE	"m"	"GSM743986"	4.99998	"GSM743987"
TRUE	"m"	"GSM743987"	5.00004	"GSM743988"
TRUE	"m"	"GSM743988"	4.99998	"GSM743989"
TRUE	"m"	"GSM743989"	4.99998	"GSM743990"
TRUE	"m"	"GSM743990"	5.00004	"GSM743991"
TRUE	"m"	"GSM743991"	4.99998	"GSM743992"
TRUE	"m"	"GSM743992"	4.99998	"GSM743993"
TRUE	"m"	"GSM743993"	5.00004	"GSM743994"
TRUE	"m"	"GSM743994"	4.99998	"GSM743995"
TRUE	"m"	"GSM743995"	4.99998	"GSM743996"
TRUE	"m"	"GSM743996"	5.00004	"GSM743997"
TRUE	"m"	"GSM743997"	4.99998	"GSM743998"
TRUE	"m"	"GSM743998"	4.99998	"GSM743999"
TRUE	"m"	"GSM743999"	5.00004	"GSM744000"
TRUE	"m"	"GSM744000"	4.99998	"GSM744001"
TRUE	"m"	"GSM744001"	4.99998	"GSM744002"
TRUE	"m"	"GSM744002"	5.00004	"GSM744003"
TRUE	"m"	"GSM744003"	4.99998	"GSM744004"
TRUE	"m"	"GSM744004"	4.99998	"GSM744005"
TRUE	"m"	"GSM744005"	5.00004	"GSM744006"
TRUE	"m"	"GSM744006"	4.99998	"GSM744007"
TRUE	"m"	"GSM744007"	4.99998	"GSM744008"
TRUE	"m"	"GSM744008"	5.00004	"GSM744009"
TRUE	"m"	"GSM744009"	4.99998	"GSM744010"
TRUE	"m"	"GSM744010"	4.99998	"GSM744011"
TRUE	"m"	"GSM744011"	5.00004	"GSM744012"
TRUE	"m"	"GSM744012"	4.99998	"GSM744013"
TRUE	"m"	"GSM744013"	4.99998	"GSM744014"
TRUE	"m"	"GSM744014"	5.00004	"GSM744015"
TRUE	"m"	"GSM744015"	4.99998	"GSM744016"
TRUE	"m"	"GSM744016"	4.99998	"GSM744017"
TRUE	"m"	"GSM744017"	5.00004	"GSM744018"
TRUE	"m"	"GSM744018"	4.99998	"GSM744019"
TRUE	"m"	"GSM744019"	4.99998	"GSM744020"
TRUE	"m"	"GSM744020"	5.00004	"GSM744021"
TRUE	"m"	"GSM744021"	4.99998	"GSM744022"
TRUE	"m"	"GSM744022"	4.99998	"GSM744023"
TRUE	"m"	"GSM744023"	5.00004	"GSM744024"
TRUE	"l"	"GSM744024"	4.99998	"GSM744025"
TRUE	"f"	NA	0	"GSM744026"
TRUE	"m"	"GSM744026"	4.2	"GSM744027"
TRUE	"m"	"GSM744027"	4.2	"GSM744028"
TRUE	"m"	"GSM744028"	3.6	"GSM744029"
TRUE	"m"	"GSM744029"	4.2	"GSM744030"
TRUE	"m"	"GSM744030"	4.2	"GSM744031"
TRUE	"m"	"GSM744031"	3.6	"GSM744032"
TRUE	"m"	"GSM744032"	4.2	"GSM744033"
TRUE	"m"	"GSM744033"	4.2	"GSM744034"
TRUE	"m"	"GSM744034"	3.6	"GSM744035"
TRUE	"m"	"GSM744035"	4.2	"GSM744036"
TRUE	"m"	"GSM744036"	4.2	"GSM744037"
TRUE	"m"	"GSM744037"	3.6	"GSM744038"
TRUE	"m"	"GSM744038"	4.2	"GSM744039"
TRUE	"m"	"GSM744039"	4.2	"GSM744040"
TRUE	"m"	"GSM744040"	3.6	"GSM744041"
TRUE	"m"	"GSM744041"	4.2	"GSM744042"
TRUE	"m"	"GSM744042"	4.2	"GSM744043"
TRUE	"m"	"GSM744043"	3.6	"GSM744044"
TRUE	"m"	"GSM744044"	4.2	"GSM744045"
TRUE	"m"	"GSM744045"	4.2	"GSM744046"
TRUE	"m"	"GSM744046"	3.6	"GSM744047"
TRUE	"m"	"GSM744047"	4.2	"GSM744048"
TRUE	"m"	"GSM744048"	4.2	"GSM744049"
TRUE	"m"	"GSM744049"	3.6	"GSM744050"
TRUE	"m"	"GSM744050"	4.2	"GSM744051"
TRUE	"m"	"GSM744051"	4.2	"GSM744052"
TRUE	"m"	"GSM744052"	3.6	"GSM744053"
TRUE	"m"	"GSM744053"	4.2	"GSM744054"
TRUE	"m"	"GSM744054"	4.2	"GSM744055"
TRUE	"l"	"GSM744055"	3.6	"GSM744056"
TRUE	"f"	NA	0	"GSM816749"
TRUE	"m"	"GSM816749"	20	"GSM816750"
TRUE	"m"	"GSM816750"	20	"GSM816751"
TRUE	"m"	"GSM816751"	20	"GSM816752"
TRUE	"m"	"GSM816752"	20	"GSM816753"
TRUE	"m"	"GSM816753"	20	"GSM816754"
TRUE	"m"	"GSM816754"	20	"GSM816755"
TRUE	"m"	"GSM816755"	20	"GSM816756"
TRUE	"m"	"GSM816756"	20	"GSM816757"
TRUE	"m"	"GSM816757"	20	"GSM816758"
TRUE	"m"	"GSM816758"	20	"GSM816759"
TRUE	"m"	"GSM816759"	20	"GSM816760"
TRUE	"m"	"GSM816760"	20	"GSM816761"
TRUE	"m"	"GSM816761"	20	"GSM816762"
TRUE	"l"	"GSM816762"	20	"GSM816763"
TRUE	"f"	NA	0	"GSM816764"
TRUE	"m"	"GSM816764"	20	"GSM816765"
TRUE	"m"	"GSM816765"	20	"GSM816766"
TRUE	"m"	"GSM816766"	20	"GSM816767"
TRUE	"m"	"GSM816767"	20	"GSM816768"
TRUE	"m"	"GSM816768"	20	"GSM816769"
TRUE	"m"	"GSM816769"	20	"GSM816770"
TRUE	"m"	"GSM816770"	20	"GSM816771"
TRUE	"m"	"GSM816771"	20	"GSM816772"
TRUE	"m"	"GSM816772"	20	"GSM816773"
TRUE	"m"	"GSM816773"	20	"GSM816774"
TRUE	"m"	"GSM816774"	20	"GSM816775"
TRUE	"m"	"GSM816775"	20	"GSM816776"
TRUE	"m"	"GSM816776"	20	"GSM816777"
TRUE	"m"	"GSM816777"	20	"GSM816778"
TRUE	"m"	"GSM816778"	20	"GSM816779"
TRUE	"m"	"GSM816779"	20	"GSM816780"
TRUE	"l"	"GSM816780"	20	"GSM816781"
TRUE	"f"	NA	0	"GSM816782"
TRUE	"m"	"GSM816782"	15	"GSM816783"
TRUE	"m"	"GSM816783"	15	"GSM816784"
TRUE	"m"	"GSM816784"	15	"GSM816785"
TRUE	"m"	"GSM816785"	15	"GSM816786"
TRUE	"m"	"GSM816786"	15	"GSM816787"
TRUE	"m"	"GSM816787"	15	"GSM816788"
TRUE	"m"	"GSM816788"	15	"GSM816789"
TRUE	"m"	"GSM816789"	15	"GSM816790"
TRUE	"m"	"GSM816790"	15	"GSM816791"
TRUE	"m"	"GSM816791"	15	"GSM816792"
TRUE	"m"	"GSM816792"	15	"GSM816793"
TRUE	"m"	"GSM816793"	15	"GSM816794"
TRUE	"m"	"GSM816794"	15	"GSM816795"
TRUE	"l"	"GSM816795"	15	"GSM816796"
TRUE	"f"	NA	0	"GSM1160045"
TRUE	"l"	"GSM1160045"	60	"GSM1160048"
TRUE	"f"	NA	0	"GSM1160046"
TRUE	"l"	"GSM1160046"	60	"GSM1160049"
TRUE	"f"	NA	0	"GSM1160047"
TRUE	"l"	"GSM1160047"	60	"GSM1160050"
TRUE	"f"	NA	0	"GSM1227260"
TRUE	"m"	"GSM1227260"	480	"GSM1227263"
TRUE	"m"	"GSM1227263"	240	"GSM1227266"
TRUE	"m"	"GSM1227266"	720	"GSM1227269"
TRUE	"m"	"GSM1227269"	1440	"GSM1227272"
TRUE	"m"	"GSM1227272"	1440	"GSM1227275"
TRUE	"m"	"GSM1227275"	1440	"GSM1227278"
TRUE	"l"	"GSM1227278"	1440	"GSM1227281"
TRUE	"f"	NA	0	"GSM1227261"
TRUE	"m"	"GSM1227261"	480	"GSM1227264"
TRUE	"m"	"GSM1227264"	240	"GSM1227267"
TRUE	"m"	"GSM1227267"	720	"GSM1227270"
TRUE	"m"	"GSM1227270"	1440	"GSM1227273"
TRUE	"m"	"GSM1227273"	1440	"GSM1227276"
TRUE	"m"	"GSM1227276"	1440	"GSM1227279"
TRUE	"l"	"GSM1227279"	1440	"GSM1227282"
TRUE	"f"	NA	0	"GSM1227262"
TRUE	"m"	"GSM1227262"	480	"GSM1227265"
TRUE	"m"	"GSM1227265"	240	"GSM1227268"
TRUE	"m"	"GSM1227268"	720	"GSM1227271"
TRUE	"m"	"GSM1227271"	1440	"GSM1227274"
TRUE	"m"	"GSM1227274"	1440	"GSM1227277"
TRUE	"m"	"GSM1227277"	1440	"GSM1227280"
TRUE	"l"	"GSM1227280"	1440	"GSM1227283"
TRUE	"f"	NA	0	"GSM1312347"
TRUE	"l"	"GSM1312347"	60	"GSM1312348"
TRUE	"f"	NA	0	"GSM1312349"
TRUE	"l"	"GSM1312349"	60	"GSM1312350"
TRUE	"f"	NA	0	"GSM1327173"
TRUE	"l"	"GSM1327173"	60	"GSM1327179"
TRUE	"f"	NA	0	"GSM1327175"
TRUE	"l"	"GSM1327175"	60	"GSM1327181"
TRUE	"f"	NA	0	"GSM1327177"
TRUE	"l"	"GSM1327177"	60	"GSM1327183"
TRUE	"f"	NA	0	"GSM1338357"
TRUE	"m"	"GSM1338357"	2880	"GSM1338360"
TRUE	"m"	"GSM1338360"	5760	"GSM1338363"
TRUE	"l"	"GSM1338363"	5760	"GSM1338366"
TRUE	"f"	NA	0	"GSM1338358"
TRUE	"m"	"GSM1338358"	2880	"GSM1338361"
TRUE	"m"	"GSM1338361"	5760	"GSM1338364"
TRUE	"l"	"GSM1338364"	5760	"GSM1338367"
TRUE	"f"	NA	0	"GSM1338359"
TRUE	"m"	"GSM1338359"	2880	"GSM1338362"
TRUE	"m"	"GSM1338362"	5760	"GSM1338365"
TRUE	"l"	"GSM1338365"	5760	"GSM1338368"
FALSE	"e"	NA	0	"GSM1002486"
FALSE	"e"	NA	0	"GSM1002487"
FALSE	"e"	NA	0	"GSM1002488"
FALSE	"e"	NA	0	"GSM1002489"
FALSE	"e"	NA	0	"GSM1002490"
FALSE	"e"	NA	0	"GSM1002491"
FALSE	"e"	NA	0	"GSM1002492"
FALSE	"e"	NA	0	"GSM1002493"
FALSE	"e"	NA	0	"GSM1002494"
FALSE	"e"	NA	0	"GSM1002495"
FALSE	"e"	NA	0	"GSM1002496"
FALSE	"e"	NA	0	"GSM1002497"
FALSE	"e"	NA	0	"GSM1002498"
FALSE	"e"	NA	0	"GSM1002499"
FALSE	"e"	NA	0	"GSM1002500"
FALSE	"e"	NA	0	"GSM1002501"
FALSE	"e"	NA	0	"GSM1002502"
FALSE	"e"	NA	0	"GSM1002503"
FALSE	"e"	NA	0	"GSM1002504"
FALSE	"e"	NA	0	"GSM1002505"
FALSE	"e"	NA	0	"GSM1002506"
FALSE	"e"	NA	0	"GSM1002507"
FALSE	"e"	NA	0	"GSM1002508"
FALSE	"e"	NA	0	"GSM1002509"
FALSE	"e"	NA	0	"GSM1002510"
FALSE	"e"	NA	0	"GSM1002511"
FALSE	"e"	NA	0	"GSM1002512"
FALSE	"e"	NA	0	"GSM1002513"
FALSE	"e"	NA	0	"GSM1002514"
FALSE	"e"	NA	0	"GSM1002515"
FALSE	"e"	NA	0	"GSM1002516"
FALSE	"e"	NA	0	"GSM1002517"
FALSE	"e"	NA	0	"GSM1002518"
FALSE	"e"	NA	0	"GSM1002519"
FALSE	"e"	NA	0	"GSM1002520"
FALSE	"e"	NA	0	"GSM1002521"
FALSE	"e"	NA	0	"GSM1002522"
FALSE	"e"	NA	0	"GSM1002523"
FALSE	"e"	NA	0	"GSM1002524"
FALSE	"e"	NA	0	"GSM1002525"
FALSE	"e"	NA	0	"GSM1005272"
FALSE	"e"	NA	0	"GSM1005273"
FALSE	"e"	NA	0	"GSM1005274"
FALSE	"e"	NA	0	"GSM1005275"
FALSE	"e"	NA	0	"GSM1005276"
FALSE	"e"	NA	0	"GSM1005277"
FALSE	"e"	NA	0	"GSM1005278"
FALSE	"e"	NA	0	"GSM1005279"
FALSE	"e"	NA	0	"GSM1005280"
FALSE	"e"	NA	0	"GSM1005281"
FALSE	"e"	NA	0	"GSM1005282"
FALSE	"e"	NA	0	"GSM1005283"
FALSE	"e"	NA	0	"GSM1005284"
FALSE	"e"	NA	0	"GSM1005285"
FALSE	"e"	NA	0	"GSM1005286"
FALSE	"e"	NA	0	"GSM1005287"
FALSE	"e"	NA	0	"GSM1005288"
FALSE	"e"	NA	0	"GSM1005289"
FALSE	"e"	NA	0	"GSM1015516"
FALSE	"e"	NA	0	"GSM1015517"
